developer,release_year,total_items,free_items,percentage_free
Nuclear Tales,Unavailable data,3,0,0.00%
NuclearFirecracker,2015,3,0,0.00%
Nucleax,2017,2,0,0.00%
Nude Maker,2016,8,0,0.00%
NukGames,2016,13,0,0.00%
NukGames,2017,12,0,0.00%
Nuke Nine,2014,5,0,0.00%
Nuked Cockroach,Unavailable data,3,0,0.00%
Nuked Games,2016,4,0,0.00%
Nuked Games,2017,3,0,0.00%
Nuligine,2015,8,0,0.00%
Null Reference Games LLC,2017,4,0,0.00%
Nullray Gaming,2017,4,0,0.00%
Numantian Games,2014,6,0,0.00%
Numantian Games,2017,2,0,0.00%
Number None,2009,3,0,0.00%
Numinous Games,2016,2,0,0.00%
Nuno Donato,2014,3,0,0.00%
Nuno Donato,2016,2,0,0.00%
Nuno Donato,2017,3,0,0.00%
Nuostak,2016,4,0,0.00%
Nurgo Software,2015,1,0,0.00%
Nuriworks,2017,13,0,0.00%
Nussoft,2015,2,0,0.00%
Nussoft,2016,6,0,0.00%
Nuts and Volts Electronics,2017,11,0,0.00%
Nvizzio Creations,2016,4,0,0.00%
Nvizzio Creations,2017,8,0,0.00%
Nyamyam,2015,3,0,0.00%
Nyan_Fort,2017,3,0,0.00%
Nylund Games,2017,2,0,0.00%
Néo-Riki Games,2017,2,0,0.00%
O'Stinky lab.,2017,1,0,0.00%
O.P. Games,2017,2,0,0.00%
O.T.K Games,2017,5,0,0.00%
OBLONE Software,2015,3,0,0.00%
OC Game Studio,2016,5,0,0.00%
OCCA Studios,2015,5,0,0.00%
"OCR Dev Team,Onur Uça",2016,5,0,0.00%
ODD Games,2015,2,0,0.00%
OKAM Studio,2016,1,0,0.00%
OM ENTERTAINMENT,2015,1,0,0.00%
OMNIDREAM CREATIONS,2015,8,0,0.00%
OMNIDREAM CREATIONS,2016,2,0,0.00%
OMNIDREAM CREATIONS SRL,2015,3,0,0.00%
ON3D,Unavailable data,2,0,0.00%
ONE MORE LEVEL,2014,3,0,0.00%
ONEVISION GAMES,2017,7,0,0.00%
OOO Gameprom,2016,4,0,0.00%
OOTOTGames,2017,2,0,0.00%
OPENCAP STUDIO,2017,2,0,0.00%
OPQAM,2014,2,0,0.00%
OPQAM,2016,3,0,0.00%
ORGS Studio,2017,5,0,0.00%
"ORIGIN Systems, Inc.",1989,3,0,0.00%
OSome Studio,2015,1,0,0.00%
OUTBOUNDS,Unavailable data,3,0,0.00%
OVERDRIVE,2011,1,0,0.00%
OVERDRIVE,2014,1,0,0.00%
OVERDRIVE,2015,1,0,0.00%
OVERDRIVE,2016,1,0,0.00%
OVERKILL - a Starbreeze Studio.,2013,12,0,0.00%
OVERKILL - a Starbreeze Studio.,2014,26,0,0.00%
OVERKILL - a Starbreeze Studio.,2015,20,0,0.00%
OVERKILL - a Starbreeze Studio.,2016,18,0,0.00%
OVERKILL - a Starbreeze Studio.,2017,6,0,0.00%
OVERKILL Software,2011,1,0,0.00%
OVERKILL Software,2012,4,0,0.00%
Oak Gear,Unavailable data,3,0,0.00%
Oasis Games,2010,3,0,0.00%
Obadiah D Luna,2017,3,0,0.00%
Obi-Wanya,2017,4,0,0.00%
Oblivionburn Productions,2015,10,0,0.00%
Obscure Cloud,2015,3,0,0.00%
Obscure Cloud,Unavailable data,2,0,0.00%
ObsessionSoft,2017,4,0,0.00%
Obsessive Science Games,2016,2,0,0.00%
Obsessive Science Games,2017,2,0,0.00%
Obsidian Entertainment,2010,4,0,0.00%
Obsidian Entertainment,2011,16,0,0.00%
Obsidian Entertainment,2014,9,0,0.00%
Obsidian Entertainment,2015,4,0,0.00%
Obsidian Entertainment,2016,1,0,0.00%
Obsidian Entertainment,2017,51,0,0.00%
"Obsidian Entertainment, Inc.",2017,6,0,0.00%
"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",2005,1,0,0.00%
"Obsidian Entertainment,My.com",2015,6,0,0.00%
Ocelot Society,2016,2,0,0.00%
Ocelot Society,2017,2,0,0.00%
"Octane Games,Meridian4",2011,2,0,0.00%
Octo Studio,2017,3,0,0.00%
Octopi is not a Word,2017,3,0,0.00%
Octopus 8 Studios,2017,9,0,0.00%
Octoshark Studios,2010,3,0,0.00%
Ocumens LLC,2017,6,0,0.00%
Odamir Khaulepi,2017,2,0,0.00%
Odd Comet Games,2015,3,0,0.00%
Odd Emu,2016,2,0,0.00%
OddBird,2017,3,0,0.00%
OddMeat,2017,2,0,0.00%
Oddly Shaped Pixels,2017,2,0,0.00%
Oddrok,2017,4,0,0.00%
Oddworld Inhabitants,1997,1,0,0.00%
Oddworld Inhabitants,1998,1,0,0.00%
Oddworld Inhabitants,2010,6,0,0.00%
Oddworld Inhabitants,2017,3,0,0.00%
"Oddworld Inhabitants, Inc.",2015,4,0,0.00%
Odin Game Studio,2014,6,0,0.00%
Odin Game Studio,2016,6,0,0.00%
Odnako Games,2016,5,0,0.00%
Office 5656,2016,3,0,0.00%
OfficialAndy,2017,10,0,0.00%
"Offworld Games, LLC",2015,1,0,0.00%
"Offworld Games, LLC",2016,1,0,0.00%
Offworld Industries,2015,4,0,0.00%
Offworld Industries,2016,3,0,0.00%
Ogre Head Studio,2017,4,0,0.00%
Ogulcan Karaoglu,2017,3,0,0.00%
"Oh, a Rock! Studios",2016,5,0,0.00%
"Oh, a Rock! Studios",2017,6,0,0.00%
OhNoo Studio,2015,5,0,0.00%
"OhNoo Studio,Smile",2015,2,0,0.00%
Ohm Force,2007,1,0,0.00%
Okay Studios,Unavailable data,4,0,0.00%
Okinawa Sunrise,2017,6,0,0.00%
Okugi Studio,2012,6,0,0.00%
Old B1ood,2016,4,0,0.00%
Old Keyboard,2017,3,0,0.00%
Old School Games,2013,2,0,0.00%
Oldblood,2015,1,0,0.00%
"Olde Sküül,Sculptured Software",2015,2,0,0.00%
OlderBytes,2015,3,0,0.00%
Oldmoustache Gameworks,2017,2,0,0.00%
Ole Steiness,2017,11,0,0.00%
"Oleg Sergeev,Andrey Rumak",2016,3,0,0.00%
"Oleg Sergeev,Andrey Rumak,Do My Best",2016,3,0,0.00%
"Oleg Sergeev,Andrey Rumak,Do My Best",2017,3,0,0.00%
Oliver Boyce,2016,3,0,0.00%
Oliver Chime,2017,3,0,0.00%
Oliver Keppelmüller,2015,1,0,0.00%
Oliver Keppelmüller,2016,2,0,0.00%
Oliver Peat,2017,3,0,0.00%
Olivier LeClair,2017,12,0,0.00%
"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",2013,3,0,0.00%
Olli-Samuli Lehmus,2017,2,0,0.00%
Olly Whillans,2016,1,0,0.00%
"Olympic,SP",2017,3,0,0.00%
Omaj,2017,1,0,0.00%
Omar Masroor,2017,2,0,0.00%
Omega Games,2015,3,0,0.00%
Omega Point Games,2015,3,0,0.00%
Omicron Games,2017,3,0,0.00%
"Omicron Games,Ashton ""DeDra"" Bourgeois",2017,2,0,0.00%
OmniStorm Gaming,2017,1,0,0.00%
Omnichron Studios,2017,1,0,0.00%
Omniconnection,2017,21,0,0.00%
On Target Simulations,2013,1,0,0.00%
On Target Simulations,2015,2,0,0.00%
On The Level Game Studios,2014,5,0,0.00%
On The Level Game Studios,2015,3,0,0.00%
On The Wall Entertainment,2016,6,0,0.00%
On the Level Game Studios,2017,3,0,0.00%
On5,2017,5,0,0.00%
OnFire Games,2017,1,0,0.00%
OnSkull Games,2017,18,0,0.00%
Onagro Studios,Unavailable data,4,0,0.00%
Once More With Gusto,2015,4,0,0.00%
One Bit Studio,2017,3,0,0.00%
One Dave Software,2017,3,0,0.00%
One Legged Seagull,2015,4,0,0.00%
One Man Band Games,2015,2,0,0.00%
One Man Left Studios,2016,2,0,0.00%
One More Game,2017,2,0,0.00%
One More Level,2016,2,0,0.00%
One Wheel Studio,2016,2,0,0.00%
One-bit Punch,2014,2,0,0.00%
OneManTeam,2017,5,0,0.00%
Oneironaut Academy LLC,2017,2,0,0.00%
Oneshark,2016,4,0,0.00%
Oneshark,2017,4,0,0.00%
Onion Core,2016,2,0,0.00%
OnionMilk,2017,3,0,0.00%
Onipunks Studio Inc.,2015,5,0,0.00%
Only Human Studios,2014,4,0,0.00%
Only Human Studios,2015,2,0,0.00%
Onlyjoy`s production,2017,4,0,0.00%
Onlyjoy`s production,Unavailable data,3,0,0.00%
Onni Interactive,2015,5,0,0.00%
Onson Soft,2008,3,0,0.00%
Onur Vural and Leigh Christian,2017,3,0,0.00%
Onuralp Kanatsız,2017,3,0,0.00%
Onyx Lute,2016,2,0,0.00%
Oointah,2016,6,0,0.00%
Oovee Entertainment,2012,1,0,0.00%
Oovee® Game Studios,2012,1,0,0.00%
Oovee® Game Studios,2013,1,0,0.00%
Oovee® Game Studios,2014,3,0,0.00%
Oovee® Game Studios,2016,1,0,0.00%
Open Mid Interactive,2017,5,0,0.00%
Open World Interactive,2017,4,0,0.00%
OpenXcell Studio,2016,2,0,0.00%
OperaHouse Corporation,2017,2,0,0.00%
"Operation Constellation,Valentina Baker",2017,1,0,0.00%
Optical Override,2017,4,0,0.00%
Opus,2012,3,0,0.00%
Opus,2014,6,0,0.00%
OrangeGames,2016,1,0,0.00%
"OrangeGames,YoudaGames",2016,4,0,0.00%
"OrangeGames,YoudaGames",2017,3,0,0.00%
Orange_Juice,2013,2,0,0.00%
Orange_Juice,2014,10,0,0.00%
Orange_Juice,2015,11,0,0.00%
Orange_Juice,2016,10,0,0.00%
Orange_Juice,2017,12,0,0.00%
Orange_Juice,Unavailable data,8,0,0.00%
"Orange_Juice,DEKU",2016,2,0,0.00%
Orangepixel,2015,7,0,0.00%
Orangepixel,2016,5,0,0.00%
Orangepixel,2017,3,0,0.00%
Orator Games,2011,3,0,0.00%
Orbcreation,2017,3,0,0.00%
Orbital Knight,2015,2,0,0.00%
"Orbital Speed Studio Co.,Ltd.",Unavailable data,4,0,0.00%
Orbx,2015,3,0,0.00%
Orbx,2016,1,0,0.00%
Orbx,2017,6,0,0.00%
Orchid Games,2016,3,0,0.00%
Orchid Games,2017,2,0,0.00%
Ore Creative LLC,Unavailable data,3,0,0.00%
Oreol,2015,6,0,0.00%
Oreol,2017,2,0,0.00%
Orfeas Game Studio,2017,5,0,0.00%
Organic 2 Digital Studio,2015,2,0,0.00%
Organic 2 Digital Studio,2016,2,0,0.00%
Organic Humans,2014,3,0,0.00%
Origin8,2010,2,0,0.00%
Origin8 Technologies Ltd,2015,2,0,0.00%
Origin8 Technologies Ltd.,2017,2,0,0.00%
Original Games,2016,3,0,0.00%
Orihaus,2015,4,0,0.00%
Orion Games,2006,2,0,0.00%
Orion Games,2009,1,0,0.00%
OrionSoft,2012,1,0,0.00%
OrionSoft,2014,1,0,0.00%
OrionSoft,2016,3,0,0.00%
OrionSoft,2017,3,0,0.00%
Oriplay,2017,14,0,0.00%
Orlyapps,2015,2,0,0.00%
Orneon,2016,2,0,0.00%
Orneon,2017,2,0,0.00%
Orneon Limited,2016,6,0,0.00%
Orneon Limited,2017,2,0,0.00%
Orphic Software,2015,4,0,0.00%
"Orrery Games,Blip Haus Design",2017,2,0,0.00%
Orthogonal Games,2013,3,0,0.00%
Orthogonal Games,2016,6,0,0.00%
Oryon Entertainment,2015,2,0,0.00%
Oryx Design Lab,2014,5,0,0.00%
Oryzhon Studios,2016,8,0,0.00%
Oryzhon Studios,2017,7,0,0.00%
Osaris Games,2016,3,0,0.00%
Oscar Brittain,2016,3,0,0.00%
Oscar Celestini,2017,8,0,0.00%
Oscar Kenneth Albero Ingles,2017,4,0,0.00%
Oscar L.,2014,1,0,0.00%
"Oscar Ortigueira López,OrtiGames/OrtiSoft",2018,2,0,0.00%
Osky Studios,2017,3,0,0.00%
Osmotic Studios,2016,6,0,0.00%
Osmotic Studios,Unavailable data,3,0,0.00%
Ostrich Banditos,2015,3,0,0.00%
Osumia Games,2015,2,0,0.00%
Osumia Games,2017,2,0,0.00%
Other Ocean Interactive,2010,2,0,0.00%
Other Ocean Interactive,2016,18,0,0.00%
Otterly Bearable Games,2017,3,0,0.00%
Ouch Giver Games,2017,3,0,0.00%
Oudidon,2017,1,0,0.00%
Out Of Bounds,2016,4,0,0.00%
Out of the Park Developments,2016,8,0,0.00%
Out of the Park Developments,2017,8,0,0.00%
OutOfTheBit Ltd,2016,4,0,0.00%
Outcorp,2017,6,0,0.00%
Outer Grid Games LLC,2015,3,0,0.00%
Outer Rim Studios LLC,2017,3,0,0.00%
Outerlight Ltd.,2006,6,0,0.00%
Outerlight Ltd.,2010,1,0,0.00%
Outerminds Inc.,2015,3,0,0.00%
"Outgunned Games,Invisible tile",2016,2,0,0.00%
Outlands,2016,2,0,0.00%
Outlaw,2017,7,0,0.00%
Outlaw Wars,2017,4,0,0.00%
"Outlaw,Douglas Brantes",2017,4,0,0.00%
Outlier Interactive,2017,5,0,0.00%
Outrage Entertainment,2014,1,0,0.00%
Outsider Games,2016,3,0,0.00%
Outsmart,2016,5,0,0.00%
Over The Moon,2014,6,0,0.00%
Over the Top Games,2010,2,0,0.00%
Over the Top Games,2014,3,0,0.00%
Overcloud9,2015,8,0,0.00%
"Overcloud9, Phantasm Games",2015,7,0,0.00%
Overcurfew,2015,8,0,0.00%
Overflow,2015,2,0,0.00%
Overflow,2016,3,0,0.00%
Overflow Games,2016,4,0,0.00%
Overgroup,2017,3,0,0.00%
Overhaul Games,2012,1,0,0.00%
Overhead Games,2015,72,0,0.00%
Overhead Games,2016,18,0,0.00%
Overhead Games,2017,24,0,0.00%
Overhype Studios,2015,3,0,0.00%
Overhype Studios,2017,6,0,0.00%
"Overhype Studios,Breakdown Epiphanies",2017,3,0,0.00%
OverjoyedGameDevs,2017,3,0,0.00%
Ovosonico,2017,2,0,0.00%
Owl Cave,2014,2,0,0.00%
Owl Cave,2015,6,0,0.00%
Owl Green Sea,2016,4,0,0.00%
Owlbear,2017,2,0,0.00%
Owlchemy Labs,2012,3,0,0.00%
Owlchemy Labs,2013,4,0,0.00%
Owlchemy Labs,2015,8,0,0.00%
Owlet,2016,7,0,0.00%
Oxeye Game Studio,2008,2,0,0.00%
Oxeye Game Studio,2016,3,0,0.00%
Oxeye Game Studio,2017,2,0,0.00%
Oxide Games,2014,1,0,0.00%
Ozapell,2017,5,0,0.00%
Ozark Softscape,1990,1,0,0.00%
Ozzie Sneddon,2015,3,0,0.00%
PAD-Labs GmbH,2017,1,0,0.00%
PBFP,2017,5,0,0.00%
PCAndVR,2017,2,0,0.00%
PD Design Studio,2014,4,0,0.00%
PEKA Gaming,2017,1,0,0.00%
PERFECT PARALLEL,2016,4,0,0.00%
PF3D,2017,4,0,0.00%
PGN Inc,2014,2,0,0.00%
PGN Inc,2016,2,0,0.00%
PGN Inc,2017,2,0,0.00%
PHL Collective,2015,2,0,0.00%
PILOT’S,2016,1,0,0.00%
PIPE Studio,2012,1,0,0.00%
PIXELBUG,2016,3,0,0.00%
PIXOWL INC.,2014,5,0,0.00%
PIXOWL INC.,2015,4,0,0.00%
PIXOWL INC.,2016,7,0,0.00%
PIXYUL,2016,2,0,0.00%
PLAY337,2017,3,0,0.00%
PLut,2012,3,0,0.00%
POLYGON GAMES,2017,6,0,0.00%
PPofGG,2017,4,0,0.00%
PRORTUS,2016,2,0,0.00%
PSR Outdoors,2016,4,0,0.00%
PSY-LABS,2016,3,0,0.00%
PV Games,2013,2,0,0.00%
PVGames,2014,2,0,0.00%
PVGames,2015,4,0,0.00%
PVGames,2016,4,0,0.00%
Pablo Vidaurre Sanz,2016,1,0,0.00%
PacoProject,2017,2,0,0.00%
PadLabs GmbH,2017,1,0,0.00%
"PadLabs GmbH,Stairport Sceneries",2017,1,0,0.00%
Page 44 Studios,2008,1,0,0.00%
Painful Smile,2017,3,0,0.00%
Painted Sky Studios,2017,2,0,0.00%
"Paladin Studios,Seaven Studio",2016,2,0,0.00%
Palaplay,2016,1,0,0.00%
Paleno Games,2017,14,0,0.00%
Paleo Entertainment,2009,2,0,0.00%
Paleontology,2017,3,0,0.00%
Paleozoic,2015,2,0,0.00%
Palfrey Games,2017,4,0,0.00%
"Paloma Dawkins,Kyler Kelly,Catherine Debard",2016,2,0,0.00%
Palomino Studio,2017,4,0,0.00%
PanGuoJun,2016,3,0,0.00%
PanGuoJun,2017,9,0,0.00%
"Pandamonium Games Design,Main Leaf",2017,5,0,0.00%
Pandemic Studios,2002,2,0,0.00%
Pandemic Studios,2004,2,0,0.00%
Pandemic Studios,2005,1,0,0.00%
Pandemic Studios,2006,2,0,0.00%
Pandorica,2017,3,0,0.00%
Panic Ensues Software,2015,2,0,0.00%
Panoramik Inc,2016,28,0,0.00%
Panoramik Inc,2017,44,0,0.00%
Pantera Entertainment,2012,3,0,0.00%
Panther Games,2015,25,0,0.00%
Panther Games,Unavailable data,3,0,0.00%
Panzar Studio,2016,4,0,0.00%
"Panzer Corps,The Lordz Games Studio",2012,1,0,0.00%
Panzer Gaming,2016,4,0,0.00%
Panzer Gaming Studios,2015,5,0,0.00%
Papaya Studio,2007,1,0,0.00%
Papaya Studio,2010,4,0,0.00%
Paper Castle Games,Unavailable data,3,0,0.00%
Paper Cult,2017,2,0,0.00%
Paper Games,2014,2,0,0.00%
Paper Pirates,2017,4,0,0.00%
"Paper Pirates,Sokolab",2016,3,0,0.00%
"Paper Pirates,rumata_lab",2017,4,0,0.00%
Paper Plane,2017,1,0,0.00%
Paper Rose Games,2017,3,0,0.00%
Paper Scorpion Co.,2016,3,0,0.00%
PaperSeven LTD,2017,2,0,0.00%
Paperash Studio,2016,2,0,0.00%
Paperash Studio,Unavailable data,2,0,0.00%
Paperash studio,2017,2,0,0.00%
Parabole,2017,2,0,0.00%
Parabox Games,2015,3,0,0.00%
Paradox Arctic,2015,6,0,0.00%
Paradox Development Studio,2006,1,0,0.00%
Paradox Development Studio,2007,1,0,0.00%
Paradox Development Studio,2008,1,0,0.00%
Paradox Development Studio,2009,1,0,0.00%
Paradox Development Studio,2010,3,0,0.00%
Paradox Development Studio,2011,6,0,0.00%
Paradox Development Studio,2012,16,0,0.00%
Paradox Development Studio,2013,57,0,0.00%
Paradox Development Studio,2014,94,0,0.00%
Paradox Development Studio,2015,22,0,0.00%
Paradox Development Studio,2016,48,0,0.00%
Paradox Development Studio,2017,61,0,0.00%
Paradox Development Studios,2016,1,0,0.00%
Paradox Interactive,2009,6,0,0.00%
Paradox Interactive,2010,3,0,0.00%
Paradox Interactive,2011,7,0,0.00%
Paradox Interactive,2012,17,0,0.00%
Paradox Interactive,2013,3,0,0.00%
Paradox Interactive,2015,2,0,0.00%
Paradox Interactive,2017,2,0,0.00%
Paradox Terminal,2017,3,0,0.00%
Parallax,1995,1,0,0.00%
Parallax,2014,1,0,0.00%
Parallax Arts Studio,2008,1,0,0.00%
Parallaxian Pty Ltd,2016,8,0,0.00%
Parallel Circles,2016,3,0,0.00%
Paris Stalker,2017,4,0,0.00%
Parizagames Ltd.,2017,3,0,0.00%
"Parody Games, LLC",2014,4,0,0.00%
Parovoz Animation Studio,2017,3,0,0.00%
"Parrot King Games,Bryan Adriel,Ivan Luiz Silva Rocha,Lucas Pedrosa dos Santos,Igor Nascimento Guanais Santos",2017,4,0,0.00%
Parrott Studios,2017,5,0,0.00%
"Parsec Productions, LLC",2016,2,0,0.00%
Parseh Game Studio,2014,2,0,0.00%
PartTimeIndie,2017,2,0,0.00%
Parta Games Oy,2017,3,0,0.00%
Partickhill Games Limited,2017,1,0,0.00%
Particle Studios,2016,2,0,0.00%
Particle Systems Ltd.,1993,3,0,0.00%
Particle Systems Ltd.,1999,3,0,0.00%
Particle Systems Ltd.,2001,2,0,0.00%
Party Robot Studio,2016,2,0,0.00%
Passtech Games,2014,2,0,0.00%
Passtech Games,2016,2,0,0.00%
Pastagames,2015,2,0,0.00%
PatchNoteStudio,2015,2,0,0.00%
Pathea Games,2016,5,0,0.00%
Pathea Games,2018,6,0,0.00%
"Pathea Games,Note by Note Studios",2016,5,0,0.00%
Pathless Games,2016,6,0,0.00%
Patrice Meneguzzi,2014,2,0,0.00%
Patrick God,2015,2,0,0.00%
Patrick Hofmann,2018,4,0,0.00%
Patrick Scott,2017,4,0,0.00%
Patriot Game,2017,6,0,0.00%
Patryk Szuberla,2017,5,0,0.00%
Patryk Taranek,2016,2,0,0.00%
Patyuk Sergey,2017,1,0,0.00%
Paul Bird,2016,6,0,0.00%
Paul Bird,2017,5,0,0.00%
Paul Cooney,2015,4,0,0.00%
Paul Cuisset,2015,2,0,0.00%
Paul Fisch,2016,5,0,0.00%
Paul Harrington,2016,1,0,0.00%
Paul Harrington,Unavailable data,1,0,0.00%
Paul Marrable,2014,1,0,0.00%
Paul O'Bar,2016,4,0,0.00%
Paulo A. M. Villalva,2017,1,0,0.00%
Paulo P. Neto,Unavailable data,3,0,0.00%
Pavel Bulatov,2013,2,0,0.00%
Pavel Kostin,2017,1,0,0.00%
Pavel Zinchenko,2016,4,0,0.00%
Pavo Studio,2017,6,0,0.00%
Paweł Mogiła,2014,3,0,0.00%
Payload Studios,2015,6,0,0.00%
Payoff Technologies,2017,4,0,0.00%
Pb Studios,2016,4,0,0.00%
PeDePe GbR,2017,1,0,0.00%
Peace,2016,11,0,0.00%
Peace,2017,2,0,0.00%
Peach Pie Productions,2016,4,0,0.00%
Peacock Dreams Games,2016,2,0,0.00%
Peak Angle Team,2016,4,0,0.00%
Peak Angle Team,2017,19,0,0.00%
Peaksel D.O.O. Nis,2016,6,0,0.00%
Pearl Abyss,2016,12,0,0.00%
Pearl Abyss,2017,24,0,0.00%
Peculiar Games,2015,3,0,0.00%
Pedro Castro Menezes,2017,1,0,0.00%
Pedro Vendeira,2016,1,0,0.00%
Pedro Zea,2016,7,0,0.00%
Pehesse,2016,36,0,0.00%
Pelikan13,2016,3,0,0.00%
Peltast Software,2015,3,0,0.00%
Pen and Sword Games,2015,6,0,0.00%
Pencil Test Studios,2015,2,0,0.00%
Pendulo Studios,2003,1,0,0.00%
Pendulo Studios,2007,1,0,0.00%
Pendulo Studios,2011,2,0,0.00%
Pendulo Studios,2012,1,0,0.00%
Pendulo Studios,2016,1,0,0.00%
Pentagrammical Justice,2017,12,0,0.00%
Pentavera,2014,2,0,0.00%
Peoleo Entertainment,2014,21,0,0.00%
People Can Fly,2017,4,0,0.00%
People Gotta Play,2016,2,0,0.00%
Pepi Games,2015,9,0,0.00%
Pera Games,2016,6,0,0.00%
Perfect Square Studios,2015,1,0,0.00%
Perfect Square Studios LLC,2017,4,0,0.00%
Perfectly Paranormal,2016,4,0,0.00%
Perfuse Entertainment,2017,5,0,0.00%
Permadeath,2016,5,0,0.00%
Permafrost Studio,2017,3,0,0.00%
Perpetual FX Creative,2008,3,0,0.00%
Perro Electrico,2016,2,0,0.00%
Persha Studio Developement,2016,2,0,0.00%
Persistant Studios,2017,2,0,0.00%
Persistent Studios,2016,4,0,0.00%
Persona and Pixel studio,2016,3,0,0.00%
Perun Creative,2017,5,0,0.00%
Perverse Games,2017,7,0,0.00%
PestoForce,2015,4,0,0.00%
"PestoForce,Brian Holmes",2015,4,0,0.00%
Peter Brinson and Kurosh ValaNejad,2011,1,0,0.00%
Peter Cleary,2014,3,0,0.00%
Peter Fuleki,2017,1,0,0.00%
Peter Gutenko,2015,3,0,0.00%
Peter Hann,2015,2,0,0.00%
Peter Hrdy,2015,5,0,0.00%
Peter Junior Leonar,2017,6,0,0.00%
Peter Lacalamita,2015,3,0,0.00%
Peter Moorhead,2014,2,0,0.00%
Peter Moorhead,2015,2,0,0.00%
Peter Turcan,2017,1,0,0.00%
Peter Valencia,2016,3,0,0.00%
Peter Whalen,2014,1,0,0.00%
Petit Depotto,2013,3,0,0.00%
Petite Games,2016,7,0,0.00%
Petite Games,2017,8,0,0.00%
Petri Devs,2017,4,0,0.00%
Petro Shoferystov,2016,2,0,0.00%
Petrodiy-Games,2016,3,0,0.00%
Petroglyph,2006,1,0,0.00%
Petroglyph,2010,5,0,0.00%
Petroglyph,2011,1,0,0.00%
Petroglyph,2015,19,0,0.00%
Petroglyph,2016,23,0,0.00%
Petroglyph,2017,7,0,0.00%
Petroglyph,Unavailable data,4,0,0.00%
Pewter Games Studios,2016,4,0,0.00%
Pezomi,2015,3,0,0.00%
Phanom Games,2015,2,0,0.00%
Phantom Compass,2014,5,0,0.00%
Phantom Compass,2017,2,0,0.00%
Phantom Pine Studios,2017,1,0,0.00%
Phantomisreal Ltd.,2017,4,0,0.00%
Phenomenon Games,2014,2,0,0.00%
Phenomic,2009,2,0,0.00%
Phenomic,2017,2,0,0.00%
"Phenomic,THQ Nordic",2009,2,0,0.00%
Phigames,2014,4,0,0.00%
Phigames,2015,4,0,0.00%
Phil Blank,2017,2,0,0.00%
Phil Fortier,2017,4,0,0.00%
Phil Fortier,2018,2,0,0.00%
Phil Jones,2016,4,0,0.00%
Philip Bak,2016,4,0,0.00%
Philip Royer,2015,2,0,0.00%
Philippe Forgeur,2015,3,0,0.00%
Phobetor,2017,1,0,0.00%
Phoenix Game Studio,2014,3,0,0.00%
Phoenix Game and Publisher Studio,2015,3,0,0.00%
Phoenix Interactive Studio,Unavailable data,4,0,0.00%
Phoenix Online Studios,2013,2,0,0.00%
Phoenix Online Studios,2014,8,0,0.00%
"Phoenix Online Studios,Pinkerton Road Studio",2014,2,0,0.00%
Phoenix Studio,2015,6,0,0.00%
Phosfiend Systems,2014,1,0,0.00%
Phosphor Games,2015,2,0,0.00%
Phosphor Games,2016,2,0,0.00%
Phosphor Games Studio,2014,5,0,0.00%
Photon Arena,2015,5,0,0.00%
Phr00t's Software,2011,3,0,0.00%
Phr00t's Software,2014,3,0,0.00%
Phung Games,2016,4,0,0.00%
Phung Games,2017,3,0,0.00%
Phuong Nguyen,2017,4,0,0.00%
Phyrnna,2015,4,0,0.00%
Phyrnna,2016,4,0,0.00%
Physmo,2015,2,0,0.00%
PiFTy,2017,2,0,0.00%
PiGravity,2015,4,0,0.00%
PianoB Studio,2017,2,0,0.00%
Picorinne Soft,2016,4,0,0.00%
Picorinne Soft,2018,2,0,0.00%
Pictopotamus,2014,2,0,0.00%
Pidroh,2015,2,0,0.00%
Piece of Cake studios,2017,4,0,0.00%
Pieces Interactive,2012,12,0,0.00%
Pieces Interactive,2013,10,0,0.00%
Pieces Interactive,2015,2,0,0.00%
Pieces Interactive,2016,3,0,0.00%
Pierre Brengues,2017,2,0,0.00%
Pigasus Games,2015,2,0,0.00%
PigelPix,2015,1,0,0.00%
Pigmentum Game Studio,2017,2,0,0.00%
PikPok,2016,1,0,0.00%
PikPok,2017,2,0,0.00%
PileOfCrab,2016,1,0,0.00%
Pilgrim Adventures,2016,7,0,0.00%
Pilgrim Adventures,2017,4,0,0.00%
"Pilgrim Adventures,GrabTheGames Studios",2015,4,0,0.00%
"Pilgrim Adventures,GrabTheGames Studios",2016,6,0,0.00%
Pilgway,2012,1,0,0.00%
Pill Bug Interactive,2017,3,0,0.00%
Pillet Michael,2017,4,0,0.00%
Pillow Fight,2016,1,0,0.00%
Pillow Fight,2017,1,0,0.00%
PillowPigGames,2015,2,0,0.00%
PilotLumpa Gaming,2017,5,0,0.00%
PinkySwear,2017,20,0,0.00%
Pinokl Games,2016,3,0,0.00%
Pinokl Games,2017,3,0,0.00%
"Pinokl Games,Kverta",2015,3,0,0.00%
"Pinokl Games,Kverta",2016,6,0,0.00%
"Pinokl Games,Kverta Limited",2017,4,0,0.00%
Pinterac,2016,5,0,0.00%
Piotr Młynarczyk,2016,3,0,0.00%
Pipeworks Studio,2016,52,0,0.00%
Pipliz,2017,5,0,0.00%
Piranaking,2016,4,0,0.00%
Piranha Bytes,2001,2,0,0.00%
Piranha Bytes,2006,2,0,0.00%
Piranha Bytes,2009,1,0,0.00%
Piranha Bytes,2012,4,0,0.00%
Piranha Bytes,2014,1,0,0.00%
