release_year,sentiment_analysis,developer
2011,0,Freebird Games
2015,1,Free Lives
2015,1,Free Lives
2015,1,Free Lives
2015,1,Free Lives
2013,2,Undead Labs
2013,2,Undead Labs
2013,2,Undead Labs
2009,1,Tripwire Interactive
2009,1,Andrii Vintsevych
2009,1,Andrii Vintsevych
2009,1,Andrii Vintsevych
2009,1,Andrii Vintsevych
2012,1,"Standing Stone Games, LLC"
2012,1,"Standing Stone Games, LLC"
2012,1,"Standing Stone Games, LLC"
2003,2,CCP
2003,2,CCP
2003,2,CCP
2003,2,CCP
2003,2,CCP
2013,1,Ninja Theory
2013,1,Ninja Theory
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2009,1,Tripwire Interactive
2016,2,Bethesda Game Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2007,2,Valve
2007,2,Valve
2016,1,Paul Fisch
2016,1,Paul Fisch
2016,1,Paul Fisch
2007,2,Valve
2007,2,Valve
2014,2,Telltale Games
2014,1,Square Enix
2014,1,Square Enix
2014,1,Square Enix
2015,2,Hesketh Studios
2015,2,Hesketh Studios
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2012,1,Valve
2009,1,Criterion Games
2012,1,Valve
2006,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
1998,1,Valve
2012,1,Subset Games
2012,1,Subset Games
2012,1,Subset Games
2014,1,Scott Cawthon
2009,2,Valve
2010,1,Avalanche Studios
2010,1,Avalanche Studios
2011,1,Valve
2011,1,Valve
2010,1,Avalanche Studios
2010,1,Avalanche Studios
2009,0,Valve
2008,1,Valve
2013,0,Dragonfly
2013,0,Dragonfly
2006,1,Io-Interactive A/S
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,OVERKILL Software
2014,2,Stoic
2014,2,Stoic
2014,2,Stoic
2014,1,Matthew Brown
2014,1,Matthew Brown
2014,1,Matthew Brown
2011,1,OVERKILL Software
2005,2,Pandemic Studios
2016,1,"Spike Chunsoft Co., Ltd."
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2009,1,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,AMPLITUDE Studios
2011,2,Splash Damage
2011,2,Splash Damage
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2015,1,Crows Crows Crows
2015,1,Crows Crows Crows
2012,0,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,2,Fishing Planet LLC
2015,2,Fishing Planet LLC
2015,2,Fishing Planet LLC
2015,2,Fishing Planet LLC
2014,1,KOG
2014,1,KOG
2014,1,KOG
2014,1,KOG
2014,1,KOG
2014,1,KOG
2011,1,Volition
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2005,1,Rockstar Games
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2011,2,Blendo Games
2011,2,Blendo Games
2007,2,"2K Boston,2K Australia"
2007,2,"2K Boston,2K Australia"
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
2012,1,Subset Games
2012,1,Subset Games
2012,1,Subset Games
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
2010,1,Gas Powered Games
2006,1,1C: Maddox Games
2015,2,Hyper Hippo Games
2015,2,Hyper Hippo Games
2015,2,Hyper Hippo Games
2011,1,Supergiant Games
2011,1,Supergiant Games
2011,1,Supergiant Games
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,0,Terry Cavanagh
2012,0,Terry Cavanagh
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2014,1,SmashGames
2014,1,SmashGames
2014,1,SmashGames
2014,1,SmashGames
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2015,1,"Jagex,Artplant"
2015,1,"Jagex,Artplant"
2015,1,"Jagex,Artplant"
2015,1,"Jagex,Artplant"
2015,1,Turtle Rock Studios
2015,1,Turtle Rock Studios
2012,1,Valve
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2016,2,MiniBoss
2016,2,MiniBoss
2016,2,MiniBoss
2012,2,Valve
2012,2,Valve
1999,0,Team17 Digital Ltd
2004,1,Valve
2013,2,Red Barrels
2013,2,Red Barrels
2013,2,Red Barrels
2016,1,"FromSoftware, Inc."
2004,1,Valve
2011,1,OVERKILL Software
2015,1,"Noio,Licorice"
2015,1,"Noio,Licorice"
2015,1,"Noio,Licorice"
2014,2,RobTop Games
2014,2,RobTop Games
2009,1,Bethesda Game Studios
2015,1,tobyfox
2015,1,tobyfox
2014,0,Necrophone Games
2014,0,Necrophone Games
2009,0,Tripwire Interactive
2005,1,Puny Human
2005,1,Puny Human
2005,1,Puny Human
2015,1,Cybertime System
2015,1,Cybertime System
2015,1,Cybertime System
2015,1,Cybertime System
2009,2,Valve
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2013,2,Crackshell
2013,2,Crackshell
2013,2,Crackshell
2013,2,Crackshell
2012,1,Valve
2015,2,tobyfox
2015,2,tobyfox
2014,1,David OReilly
2014,1,David OReilly
2014,1,David OReilly
2014,1,David OReilly
2015,2,Bethesda Game Studios
2013,1,Going Loud Studios
2012,2,FromSoftware
2012,2,FromSoftware
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2011,1,Tripwire Interactive
2011,2,"Team Bondi,Rockstar Leeds"
2011,2,"Team Bondi,Rockstar Leeds"
2009,1,Tripwire Interactive
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2014,1,AMPLITUDE Studios
2014,1,AMPLITUDE Studios
2014,1,AMPLITUDE Studios
2014,1,AMPLITUDE Studios
2012,1,Ronimo Games
2012,1,Ronimo Games
2012,1,Ronimo Games
2012,1,Ronimo Games
2013,1,Positech Games
2013,1,Positech Games
2013,1,Positech Games
2007,1,Valve
2007,1,Valve
2016,1,Ndemic Creations
2016,1,Ndemic Creations
2016,1,Ndemic Creations
2016,1,Ndemic Creations
2014,2,Coffee Stain Studios
2014,2,Coffee Stain Studios
2014,2,Coffee Stain Studios
2007,2,Valve
2007,2,Valve
2017,1,"Pixel Dash Studios, EQgames"
2017,1,"Pixel Dash Studios, EQgames"
2017,1,"Pixel Dash Studios, EQgames"
2017,1,"Pixel Dash Studios, EQgames"
2017,1,"Pixel Dash Studios, EQgames"
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2012,1,FireFly Studios
2012,1,FireFly Studios
2012,1,FireFly Studios
2013,1,Galactic Cafe
2013,1,Galactic Cafe
2014,1,Capcom Game Studio Vancouver
2013,1,Deep Silver Volition
2013,1,Deep Silver Volition
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2015,1,Section Studios
2015,1,Section Studios
2015,1,Section Studios
2015,1,Section Studios
2014,1,Scott Cawthon
2013,2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,1,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016,1,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2007,1,Valve
2007,1,Valve
2014,2,BlankMediaGames
2014,2,BlankMediaGames
2014,2,BlankMediaGames
2014,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,2,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2005,2,Pandemic Studios
2012,2,Valve
2013,0,"Monochrome, Inc"
2013,0,"Monochrome, Inc"
2013,0,"Monochrome, Inc"
2015,1,House On Fire
2015,1,House On Fire
2015,1,House On Fire
2010,1,Rockstar North / Toronto
2016,2,Telltale Games
2010,2,Avalanche Studios
2010,2,Avalanche Studios
2017,1,Boneloaf
2017,1,Boneloaf
2017,1,Boneloaf
2017,1,Boneloaf
2014,2,Digitalmindsoft
2014,2,Digitalmindsoft
2014,2,Digitalmindsoft
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2011,2,Valve
2011,2,Valve
2014,1,"Nicalis, Inc."
2011,1,Trashmasters
2013,1,Creative Assembly
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2016,1,"Dumativa Creative Studio,Castro Brothers"
2016,1,"Dumativa Creative Studio,Castro Brothers"
2016,1,"Dumativa Creative Studio,Castro Brothers"
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2014,1,Infinity Ward
2016,1,SUPERHOT Team
2016,1,SUPERHOT Team
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2013,2,Alexander Bruce
2013,2,Alexander Bruce
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,Jagex Limited
2012,1,Jagex Limited
2015,1,Hyper Hippo Games
2015,1,Hyper Hippo Games
2015,1,Hyper Hippo Games
2012,2,Paradox Development Studio
2012,2,Paradox Development Studio
2012,2,Paradox Development Studio
2012,2,Valve
2012,2,Valve
2004,2,Valve
2014,0,"Expansive Worlds,Avalanche Studios"
2014,0,"Expansive Worlds,Avalanche Studios"
2014,0,"Expansive Worlds,Avalanche Studios"
2014,0,"Expansive Worlds,Avalanche Studios"
2014,0,"Expansive Worlds,Avalanche Studios"
2016,1,Game-Labs
2016,1,Game-Labs
2016,1,Game-Labs
2016,1,Game-Labs
2016,1,Game-Labs
2016,1,Game-Labs
2016,1,Game-Labs
2006,0,Strategy First
2011,1,OVERKILL Software
2014,2,New World Interactive
2014,2,New World Interactive
2014,2,New World Interactive
2013,1,Vertigo Gaming Inc.
2013,1,Vertigo Gaming Inc.
2013,1,Vertigo Gaming Inc.
2013,1,Vertigo Gaming Inc.
2015,1,Vitali Kirpu
2015,1,Vitali Kirpu
2015,1,Vitali Kirpu
2015,1,Vitali Kirpu
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2012,1,Valve
2012,1,Robot Entertainment
2012,1,Robot Entertainment
2012,1,Robot Entertainment
2009,0,Valve
2015,1,Travian Games GmbH
2015,1,Travian Games GmbH
2015,1,Travian Games GmbH
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2016,2,id Software
2013,1,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2012,1,Arkane Studios
2012,1,Arkane Studios
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2014,1,Nexon
2014,1,Nexon
2014,1,Nexon
2014,1,Nexon
2011,0,No More Room in Hell Team
2011,0,No More Room in Hell Team
2011,0,No More Room in Hell Team
2015,2,"PolarityFlow,Adrian Zingg"
2015,2,"PolarityFlow,Adrian Zingg"
2015,2,"PolarityFlow,Adrian Zingg"
2015,2,"PolarityFlow,Adrian Zingg"
2015,2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2010,2,Valve
2015,1,Treyarch
2015,1,Treyarch
2016,2,Tamsoft
2004,1,Io-Interactive A/S
2005,2,Pandemic Studios
2010,1,Rebellion
2007,1,Valve
2007,1,Valve
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2015,2,Might and Delight
2015,2,Might and Delight
2015,2,Might and Delight
2012,2,Rebellion
2014,2,Ninja Kiwi
2014,2,Ninja Kiwi
2005,1,Pandemic Studios
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2012,1,Valve
2007,1,Valve
2007,1,Valve
2015,1,Bethesda Game Studios
2007,1,Valve
2007,1,Valve
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2011,2,Valve
2011,2,Valve
2015,2,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
2015,2,"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd."
2009,2,Valve
2014,0,Colonthree Enterprises
2014,0,Colonthree Enterprises
2014,0,Colonthree Enterprises
2010,0,Obsidian Entertainment
2010,0,Obsidian Entertainment
2013,1,The Chinese Room
2013,1,The Chinese Room
2013,1,The Chinese Room
2013,2,Telltale Games
2011,1,OVERKILL Software
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2012,2,Telltale Games
2016,2,"OCR Dev Team,Onur Uça"
2016,2,"OCR Dev Team,Onur Uça"
2016,2,"OCR Dev Team,Onur Uça"
2016,2,"OCR Dev Team,Onur Uça"
2016,2,"OCR Dev Team,Onur Uça"
2009,1,Valve
2012,1,Valve
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2015,2,Radiant Entertainment
2015,2,Radiant Entertainment
2015,2,Radiant Entertainment
2015,2,Radiant Entertainment
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2015,2,Michael Zahniser
2015,2,Michael Zahniser
2015,2,Michael Zahniser
2015,2,Michael Zahniser
2015,2,Michael Zahniser
2014,1,Rocket Bear Games
2014,1,Rocket Bear Games
2014,1,Rocket Bear Games
2015,1,Access Games
2015,1,Access Games
2015,1,Access Games
2014,1,STUDIO RADI-8
2014,1,STUDIO RADI-8
2015,1,Doctor Entertainment AB
2015,1,Doctor Entertainment AB
2015,1,Doctor Entertainment AB
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
2004,1,Valve
2007,2,Valve
2007,2,Valve
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2014,1,Telltale Games
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,3 Sprockets
2012,1,3 Sprockets
2009,1,Invent4 Entertainment
2005,1,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)"
2012,1,Valve
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2011,2,Tripwire Interactive
2011,2,Tripwire Interactive
2011,2,Tripwire Interactive
2015,1,Free Lives
2015,1,Free Lives
2015,1,Free Lives
2015,1,Free Lives
2013,2,"Hopoo Games, LLC"
2013,2,"Hopoo Games, LLC"
2013,2,"Hopoo Games, LLC"
2012,2,Valve
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,2,id Software
2015,1,Great War Team
2015,1,Great War Team
2015,1,Hi-Rez Studios
2015,1,Hi-Rez Studios
2011,0,Team17 Digital Ltd
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2014,0,"Vblank Entertainment, Inc."
2014,0,"Vblank Entertainment, Inc."
2014,0,"Vblank Entertainment, Inc."
2014,0,"Vblank Entertainment, Inc."
2015,2,WARTEAM
2015,2,WARTEAM
2015,2,WARTEAM
2000,1,Valve
2010,0,Obsidian Entertainment
2010,0,Obsidian Entertainment
2014,1,Messhof
2014,1,Messhof
2014,1,Messhof
2016,0,Bloober Team SA
2016,0,Bloober Team SA
2010,0,"The Creative Assembly,Feral Interactive (Mac)"
2015,1,Joycity
2015,1,Joycity
2015,1,Joycity
2015,1,Joycity
2015,1,Joycity
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2012,1,Valve
2006,0,Facepunch Studios
2006,0,Facepunch Studios
2014,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2014,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013,1,Digital Extremes
2013,1,Digital Extremes
2012,2,Ronimo Games
2012,2,Ronimo Games
2012,2,Ronimo Games
2012,2,Ronimo Games
2010,2,Cold Beam Games
2010,2,Cold Beam Games
2010,2,Cold Beam Games
2015,1,AGC
2015,1,AGC
2015,1,AGC
2010,2,TaleWorlds Entertainment
2010,2,TaleWorlds Entertainment
2009,1,Valve
2015,0,"Bluehole, Inc."
2015,0,"Bluehole, Inc."
2015,0,"Bluehole, Inc."
2015,0,"Bluehole, Inc."
2015,0,"Bluehole, Inc."
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2007,2,Valve
2007,2,Valve
2004,2,Valve
2006,1,Outerlight Ltd.
2006,1,Outerlight Ltd.
2006,1,Outerlight Ltd.
2014,1,11 bit studios
2014,1,11 bit studios
2014,1,11 bit studios
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2013,2,Avalanche Studios
2013,2,Avalanche Studios
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2007,2,Valve
2007,2,Valve
2009,1,Tripwire Interactive
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2007,1,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,0,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2014,0,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
2010,2,Obsidian Entertainment
2010,2,Obsidian Entertainment
2014,1,"Firaxis Games,Aspyr (Mac, Linux)"
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2016,2,DoubleDutch Games
2013,1,Creative Assembly
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2012,1,Valve
2015,1,Digital Melody
2015,1,Digital Melody
2015,1,Digital Melody
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2013,1,"Trek Industries, Inc"
2012,2,Valve
2006,1,Nabi Studios
2006,1,Nabi Studios
2006,1,Nabi Studios
2006,1,Nabi Studios
2016,1,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016,1,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2010,0,Valve
2004,1,Valve
2012,0,Torn Banner Studios
2012,0,Torn Banner Studios
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2007,2,Valve
2007,2,Valve
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2009,0,Valve
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2012,1,Valve
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2014,1,Team Reptile
2014,1,Team Reptile
2014,1,Team Reptile
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2015,2,"Avalanche Studios,Feral Interactive (Mac/Linux)"
2015,2,"Avalanche Studios,Feral Interactive (Mac/Linux)"
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2013,0,Facepunch Studios
2015,1,Rockstar North
2015,1,Rockstar North
2015,1,Mouldy Toof Studios
2015,1,Mouldy Toof Studios
2015,1,Mouldy Toof Studios
2015,1,Mouldy Toof Studios
2015,1,Mouldy Toof Studios
2010,2,TaleWorlds Entertainment
2010,2,TaleWorlds Entertainment
2014,2,"Sledgehammer Games,Raven Software"
2013,1,Vertigo Gaming Inc.
2013,1,Vertigo Gaming Inc.
2013,1,Vertigo Gaming Inc.
2013,1,Vertigo Gaming Inc.
2013,2,Red Barrels
2013,2,Red Barrels
2013,2,Red Barrels
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2009,1,"Relic Entertainment,Feral Interactive (Mac/Linux)"
2012,1,Robot Entertainment
2012,1,Robot Entertainment
2012,1,Robot Entertainment
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2015,2,OVERKILL - a Starbreeze Studio.
2015,2,OVERKILL - a Starbreeze Studio.
2014,1,Alan Edwardes
2014,1,Alan Edwardes
2014,1,Alan Edwardes
2014,1,Alan Edwardes
2013,1,Going Loud Studios
2015,1,Brace Yourself Games
2015,1,Brace Yourself Games
2015,1,Brace Yourself Games
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2015,1,Moon Studios GmbH
2016,2,Wholetone Games
2016,2,Wholetone Games
2016,1,Red Hook Studios
2016,1,Red Hook Studios
2016,1,Red Hook Studios
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2011,1,"Vlambeer,Croteam"
2011,1,"Vlambeer,Croteam"
2011,1,"Vlambeer,Croteam"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2013,1,Telltale Games
2012,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
